age;job;marital;education;default;balance;housing;loan;contact;day;month;duration
59;retired;married;secondary;no;5706;yes;no;cellular;25;jul;471
40;management;married;tertiary;no;7780;no;no;telephone;4;may;364
30;management;married;secondary;no;-559;yes;yes;cellular;7;may;98
25;entrepreneur;single;tertiary;no;16874;yes;yes;cellular;15;may;117
58;retired;married;primary;no;1987;no;no;telephone;14;jul;185
39;entrepreneur;married;unknown;no;98;yes;no;telephone;15;may;59
40;self-employed;married;tertiary;no;642;no;no;cellular;18;nov;147
38;blue-collar;married;secondary;no;526;yes;yes;unknown;23;may;553
66;management;single;tertiary;no;6483;no;no;cellular;13;aug;275
47;management;married;tertiary;no;2306;no;no;telephone;6;aug;239
37;blue-collar;married;secondary;no;954;yes;no;unknown;2;jun;402
36;management;single;tertiary;no;-679;yes;yes;cellular;7;may;172
50;blue-collar;married;primary;no;-1;no;no;cellular;19;aug;195
76;retired;married;primary;no;2590;no;no;telephone;9;feb;68
58;management;single;tertiary;no;331;no;yes;cellular;28;jul;82
42;admin.;married;secondary;no;4209;yes;no;unknown;5;jun;57
58;services;divorced;secondary;no;462;no;no;cellular;13;nov;495
28;self-employed;single;tertiary;no;0;yes;no;cellular;21;jul;479
41;technician;married;secondary;no;0;no;no;cellular;29;aug;141
30;management;married;tertiary;no;151;no;no;cellular;19;aug;82
32;management;divorced;tertiary;no;883;yes;no;cellular;10;dec;798
27;services;single;secondary;no;266;no;yes;cellular;7;jul;232
48;management;married;tertiary;no;0;no;no;cellular;26;aug;60
36;technician;married;tertiary;no;491;yes;no;unknown;8;may;103
54;management;married;tertiary;no;3;no;yes;cellular;8;jul;443
36;blue-collar;married;secondary;no;198;yes;no;unknown;9;may;400
52;housemaid;married;secondary;no;14363;no;no;unknown;5;jun;132
34;technician;divorced;secondary;no;0;yes;yes;cellular;18;aug;374
43;technician;married;secondary;no;136;no;no;cellular;25;aug;363
32;management;single;tertiary;no;28;no;no;cellular;8;aug;111
33;management;single;tertiary;no;335;no;no;cellular;29;aug;130
51;housemaid;married;unknown;no;174;no;no;telephone;29;jul;308
39;unemployed;married;secondary;no;270;yes;no;unknown;3;jun;116
44;management;single;tertiary;no;1206;no;no;cellular;9;jul;160
49;housemaid;divorced;primary;no;198;yes;no;unknown;13;may;205
25;technician;married;tertiary;no;914;yes;no;cellular;12;may;185
39;self-employed;married;secondary;no;31;yes;no;cellular;20;nov;61
54;technician;married;secondary;no;0;no;no;telephone;14;aug;159
32;management;single;tertiary;no;347;yes;no;cellular;18;may;213
36;management;married;tertiary;no;860;yes;no;unknown;20;may;294
54;technician;married;secondary;no;89;yes;no;cellular;10;jul;140
31;technician;married;secondary;no;0;yes;yes;cellular;28;jan;71
45;services;married;secondary;no;0;no;yes;cellular;8;jul;47
31;admin.;single;secondary;no;68;yes;no;cellular;16;apr;570
45;technician;married;secondary;no;-149;yes;no;cellular;14;jul;287
33;services;divorced;secondary;no;2411;yes;no;cellular;23;oct;130
46;management;divorced;tertiary;no;225;yes;no;cellular;14;may;201
43;unknown;single;tertiary;no;2731;no;no;cellular;21;nov;11
50;management;married;tertiary;no;112;yes;no;cellular;4;nov;70
44;management;divorced;tertiary;no;0;no;no;cellular;22;aug;54
42;services;married;secondary;no;3620;yes;no;unknown;27;may;22
26;blue-collar;single;secondary;no;179;no;no;cellular;30;jul;103
47;admin.;single;secondary;no;1544;yes;no;cellular;6;apr;104
48;blue-collar;married;primary;no;199;no;no;telephone;18;aug;29
60;blue-collar;married;unknown;no;231;yes;no;unknown;12;may;57
27;admin.;divorced;secondary;no;76;yes;no;unknown;4;jun;236
30;unemployed;single;tertiary;no;302;no;no;cellular;11;feb;528
28;admin.;single;secondary;no;189;yes;no;cellular;31;jul;68
58;retired;married;primary;no;565;no;no;telephone;7;jul;876
37;entrepreneur;married;tertiary;no;310;no;no;cellular;1;sep;76
36;services;married;secondary;no;1746;yes;no;unknown;26;may;99
39;technician;married;secondary;no;6;yes;no;cellular;18;may;122
52;unemployed;married;primary;no;-110;no;yes;cellular;29;jan;141
55;retired;married;secondary;no;2749;yes;yes;unknown;29;may;58
30;management;single;tertiary;no;6495;no;no;cellular;30;mar;78
36;blue-collar;single;secondary;no;35;yes;no;unknown;3;jun;435
39;admin.;married;secondary;no;-650;no;no;cellular;15;may;123
47;blue-collar;married;primary;no;292;no;yes;telephone;28;jul;210
42;housemaid;single;primary;no;5774;yes;no;unknown;15;may;54
42;management;married;secondary;no;2416;yes;no;unknown;20;may;138
58;retired;married;secondary;no;35;no;no;cellular;29;jul;336
68;retired;married;secondary;no;19317;yes;no;cellular;4;aug;249
43;technician;married;secondary;no;50;no;no;unknown;28;may;63
44;blue-collar;married;secondary;no;-674;yes;no;unknown;5;may;257
49;technician;married;tertiary;no;3726;no;no;cellular;5;aug;875
57;retired;married;tertiary;no;1180;yes;yes;unknown;14;may;191
61;self-employed;divorced;tertiary;no;6610;no;no;cellular;24;feb;481
36;admin.;single;secondary;no;319;yes;no;cellular;18;may;120
31;blue-collar;married;secondary;no;1545;yes;yes;cellular;13;may;207
51;technician;married;tertiary;no;1315;no;no;telephone;5;jun;303
31;technician;single;tertiary;no;424;no;no;cellular;21;aug;93
56;blue-collar;married;primary;no;151;no;no;cellular;3;feb;128
30;technician;single;tertiary;no;-970;no;yes;cellular;21;aug;194
38;services;married;secondary;no;-762;yes;yes;unknown;30;may;408
35;services;married;secondary;no;181;yes;no;cellular;31;jul;5
31;blue-collar;married;unknown;no;-120;yes;no;cellular;17;jul;231
39;admin.;divorced;secondary;no;1022;yes;no;unknown;20;jun;20
50;management;married;tertiary;no;78;yes;no;cellular;14;jan;218
39;technician;married;tertiary;no;209;no;no;unknown;23;jul;36
26;admin.;married;secondary;no;2469;no;no;cellular;16;jul;136
55;technician;married;secondary;no;0;no;no;cellular;19;nov;336
43;blue-collar;divorced;primary;no;328;no;yes;cellular;8;jul;192
34;housemaid;married;tertiary;no;0;no;no;cellular;26;may;141
51;self-employed;married;primary;no;307;yes;yes;unknown;17;jun;65
31;management;married;tertiary;no;1384;yes;no;cellular;30;jan;203
32;management;married;tertiary;no;0;no;no;cellular;26;aug;104
53;technician;married;secondary;no;719;yes;no;unknown;14;may;230
44;management;divorced;tertiary;no;0;no;no;cellular;10;aug;71
38;entrepreneur;married;tertiary;no;6704;yes;no;unknown;21;may;205
47;self-employed;married;tertiary;no;4543;yes;no;unknown;14;may;162
36;management;married;tertiary;no;0;yes;no;unknown;27;may;145
30;management;single;tertiary;no;149;yes;no;unknown;3;jun;220
46;blue-collar;married;secondary;no;-1400;yes;no;telephone;6;may;309
33;entrepreneur;married;secondary;no;-118;yes;yes;unknown;27;may;421
43;blue-collar;married;secondary;no;2160;no;no;cellular;8;sep;261
38;management;married;tertiary;no;3452;no;no;cellular;13;aug;132
27;technician;single;secondary;no;842;no;no;cellular;30;jul;273
38;management;married;unknown;no;3576;no;no;cellular;25;nov;349
41;unemployed;married;tertiary;no;1666;no;no;unknown;9;jun;291
29;technician;married;secondary;no;0;yes;no;cellular;28;jul;83
39;services;married;secondary;no;0;yes;no;unknown;20;may;793
42;blue-collar;single;primary;no;1628;yes;no;cellular;5;feb;119
47;services;married;secondary;no;51;yes;yes;unknown;16;may;312
30;blue-collar;single;secondary;yes;447;no;no;unknown;14;may;103
34;admin.;married;secondary;no;396;yes;no;cellular;16;jul;101
45;housemaid;married;primary;no;4994;no;no;unknown;20;jun;48
43;admin.;married;secondary;no;3215;yes;no;cellular;21;jul;228
59;blue-collar;married;primary;no;2814;no;no;unknown;20;jun;81
50;technician;married;secondary;no;0;no;no;cellular;7;jul;152
39;blue-collar;married;secondary;no;293;yes;no;unknown;23;may;160
36;technician;married;secondary;no;474;yes;no;unknown;27;may;59
44;blue-collar;married;secondary;no;16178;yes;no;cellular;21;nov;297
36;technician;married;tertiary;no;0;no;no;cellular;22;aug;147
27;management;single;tertiary;no;88;no;no;cellular;4;may;143
29;services;married;secondary;no;308;yes;no;unknown;28;may;75
70;retired;married;secondary;no;1164;no;no;telephone;14;may;338
44;management;married;tertiary;no;13893;no;no;unknown;11;jun;29
55;management;married;tertiary;no;0;yes;no;unknown;14;may;159
36;technician;divorced;secondary;no;-435;yes;no;unknown;2;jun;85
28;technician;single;secondary;no;389;yes;no;cellular;11;may;15
50;management;divorced;tertiary;no;356;no;no;cellular;8;may;198
49;technician;married;secondary;no;2718;no;no;unknown;19;may;114
71;retired;divorced;tertiary;no;261;no;no;cellular;12;aug;1117
31;admin.;single;secondary;no;757;no;no;cellular;3;feb;343
45;management;single;tertiary;no;16;no;no;cellular;31;jul;59
42;blue-collar;married;secondary;no;-422;no;no;cellular;9;jul;31
45;admin.;married;secondary;no;248;no;no;cellular;16;jul;212
47;technician;married;primary;no;145;yes;no;unknown;7;may;157
60;retired;divorced;secondary;no;598;no;yes;cellular;8;jul;96
35;management;married;tertiary;no;949;yes;no;unknown;27;may;245
31;technician;single;tertiary;no;614;no;no;cellular;11;aug;72
33;blue-collar;married;primary;no;1209;yes;no;cellular;16;apr;700
50;self-employed;married;tertiary;no;202;yes;no;cellular;15;apr;107
51;blue-collar;married;secondary;no;1840;yes;no;cellular;18;aug;312
34;technician;married;secondary;no;114;yes;yes;cellular;4;jun;153
56;services;married;secondary;no;-229;no;yes;cellular;23;jul;55
29;services;married;secondary;no;182;yes;no;telephone;13;may;38
31;blue-collar;married;secondary;no;401;no;no;cellular;14;aug;96
44;technician;divorced;unknown;no;759;yes;no;unknown;23;may;397
55;retired;married;secondary;no;4194;no;yes;telephone;30;jul;208
35;student;single;unknown;no;0;no;no;telephone;28;jan;122
36;technician;married;tertiary;no;629;yes;yes;cellular;29;dec;109
54;retired;married;secondary;no;153;yes;yes;unknown;26;may;74
32;management;married;tertiary;no;553;yes;no;cellular;22;jul;72
36;management;divorced;tertiary;no;1057;no;no;cellular;5;feb;383
60;retired;married;secondary;no;78;yes;no;unknown;12;may;113
32;technician;single;secondary;no;-28;no;yes;unknown;4;jul;400
57;management;married;tertiary;no;929;no;no;cellular;19;aug;387
34;blue-collar;married;primary;no;428;yes;no;cellular;18;may;59
27;student;single;secondary;no;268;yes;no;cellular;13;may;528
52;management;single;tertiary;no;83;no;no;cellular;26;aug;1223
45;admin.;divorced;unknown;no;998;yes;no;telephone;30;jul;38
58;admin.;single;secondary;no;2223;no;no;cellular;4;dec;1139
39;blue-collar;single;primary;no;6;yes;no;cellular;19;nov;286
48;blue-collar;single;secondary;no;312;yes;yes;cellular;3;feb;369
36;management;single;secondary;no;0;no;no;cellular;13;aug;333
31;technician;single;secondary;no;691;yes;no;cellular;8;may;198
41;management;married;tertiary;no;771;yes;no;cellular;26;aug;106
30;self-employed;single;secondary;no;192;no;no;cellular;22;jul;423
57;retired;married;tertiary;no;0;no;no;cellular;12;aug;116
29;admin.;single;secondary;no;1070;yes;no;unknown;19;may;30
29;services;divorced;secondary;no;84;yes;no;cellular;13;apr;1101
30;management;single;tertiary;no;2;no;no;cellular;16;jun;102
44;management;married;tertiary;no;1242;yes;no;cellular;6;aug;384
33;student;single;unknown;no;5969;no;no;cellular;4;sep;156
56;admin.;divorced;secondary;no;3337;yes;no;telephone;17;nov;99
26;services;single;secondary;no;1347;no;no;telephone;18;jun;280
52;technician;married;secondary;no;64;no;no;telephone;29;aug;20
32;management;single;secondary;no;249;yes;no;unknown;2;jun;258
36;technician;single;secondary;no;0;no;no;cellular;29;aug;85
26;blue-collar;married;secondary;no;128;no;no;unknown;4;jul;355
37;blue-collar;married;secondary;no;196;yes;no;unknown;5;jun;66
34;technician;married;secondary;no;351;yes;no;cellular;18;jul;467
26;services;single;secondary;no;5533;yes;no;cellular;7;may;582
32;services;married;secondary;no;38;yes;no;cellular;15;may;744
30;management;single;tertiary;yes;35;no;no;cellular;30;jul;185
27;technician;single;secondary;no;235;yes;no;cellular;12;may;13
42;admin.;single;secondary;no;30;yes;no;cellular;4;feb;98
33;blue-collar;single;primary;no;92;yes;no;unknown;9;may;127
37;blue-collar;married;secondary;no;67;no;no;unknown;3;jun;45
45;blue-collar;married;secondary;no;4022;yes;no;cellular;29;jan;244
36;entrepreneur;married;tertiary;no;3057;no;no;unknown;16;jun;2769
39;management;single;tertiary;no;0;yes;no;cellular;12;may;561
33;management;single;tertiary;no;349;no;no;cellular;22;aug;182
47;services;married;secondary;no;2322;no;no;cellular;22;aug;618
49;entrepreneur;married;secondary;no;167;yes;yes;unknown;6;may;198
46;management;divorced;secondary;no;558;no;no;cellular;19;aug;126
31;services;married;secondary;no;-230;yes;yes;cellular;16;jul;715
43;unemployed;divorced;secondary;no;4094;yes;no;cellular;21;nov;63
30;blue-collar;single;secondary;yes;239;yes;no;unknown;21;may;412
43;management;divorced;tertiary;no;497;no;no;cellular;13;may;66
42;blue-collar;married;secondary;no;179;yes;no;cellular;17;nov;96
30;admin.;single;tertiary;no;305;no;no;cellular;30;apr;633
33;management;single;tertiary;no;-67;yes;no;unknown;5;may;364
41;admin.;married;secondary;no;4539;no;no;unknown;30;may;298
29;blue-collar;single;secondary;no;770;yes;no;cellular;17;apr;341
38;unemployed;married;secondary;no;-673;yes;no;unknown;26;may;364
29;technician;married;tertiary;no;858;yes;no;cellular;12;jun;234
80;housemaid;married;primary;no;0;no;no;cellular;23;feb;639
38;management;single;tertiary;no;5244;no;no;cellular;8;aug;310
36;blue-collar;divorced;primary;no;117;yes;no;unknown;2;jun;123
38;self-employed;married;tertiary;no;846;no;no;cellular;2;jun;253
44;management;married;secondary;yes;0;yes;no;cellular;11;jul;96
31;management;married;tertiary;no;1331;no;no;cellular;30;apr;297
31;services;single;secondary;no;31;yes;yes;unknown;26;may;501
57;admin.;divorced;primary;no;179;yes;no;cellular;15;may;67
37;blue-collar;married;primary;no;543;yes;no;unknown;21;may;281
50;blue-collar;married;secondary;no;253;yes;yes;cellular;5;may;475
60;retired;married;primary;no;71188;no;no;cellular;6;oct;205
51;management;married;tertiary;no;5108;yes;no;cellular;8;oct;272
48;blue-collar;married;secondary;no;1738;yes;no;cellular;15;apr;349
42;blue-collar;married;primary;no;-97;yes;no;cellular;3;feb;216
36;blue-collar;married;secondary;no;199;yes;no;cellular;9;jul;183
43;management;married;tertiary;no;489;yes;no;cellular;8;may;130
31;admin.;married;primary;no;355;yes;yes;unknown;4;jun;61
49;technician;single;secondary;no;-97;yes;no;unknown;6;jun;92
35;management;divorced;tertiary;no;473;no;yes;cellular;5;aug;37
44;entrepreneur;married;secondary;no;6649;yes;no;cellular;19;nov;354
34;self-employed;married;tertiary;no;263;no;no;cellular;4;may;203
46;blue-collar;married;secondary;no;781;no;no;unknown;13;may;152
49;blue-collar;married;primary;no;1032;yes;no;unknown;2;jun;41
32;blue-collar;married;secondary;no;119;no;no;cellular;4;may;20
35;management;divorced;tertiary;no;434;yes;no;cellular;11;may;277
51;admin.;married;secondary;no;2967;no;no;unknown;17;jun;83
57;retired;divorced;secondary;no;-331;yes;no;unknown;6;may;531
59;management;married;tertiary;no;1585;no;no;telephone;28;aug;91
40;services;divorced;unknown;no;4384;yes;no;unknown;5;may;315
49;management;single;tertiary;no;588;no;no;cellular;28;aug;70
51;management;married;secondary;no;3180;yes;no;cellular;9;jul;384
35;admin.;married;secondary;yes;0;no;yes;unknown;4;jul;105
29;self-employed;married;secondary;no;-76;yes;no;unknown;27;may;305
32;services;single;secondary;no;152;yes;no;cellular;25;may;158
37;housemaid;divorced;secondary;no;1040;yes;no;cellular;13;may;199
49;unemployed;married;primary;no;-384;yes;no;unknown;27;may;25
45;technician;married;unknown;no;473;yes;no;unknown;27;may;147
34;technician;single;secondary;no;475;yes;no;cellular;29;jul;538
53;technician;married;secondary;no;0;no;no;cellular;22;aug;77
42;entrepreneur;married;primary;no;149;no;no;cellular;20;aug;94
43;technician;married;secondary;no;3285;yes;no;unknown;13;may;1721
52;retired;married;secondary;no;424;no;no;cellular;19;nov;143
34;blue-collar;single;secondary;no;79;no;yes;cellular;20;nov;104
34;technician;divorced;tertiary;no;674;yes;no;cellular;7;aug;587
27;services;married;secondary;no;0;yes;no;cellular;22;jul;1608
43;unemployed;married;tertiary;no;58;yes;no;cellular;9;feb;48
41;technician;married;tertiary;no;532;yes;no;cellular;9;jul;74
72;retired;married;secondary;no;4130;no;no;cellular;12;nov;427
35;blue-collar;married;primary;no;422;yes;no;cellular;14;may;73
41;management;married;tertiary;no;437;yes;no;unknown;3;jun;14
36;blue-collar;divorced;primary;no;-308;yes;no;cellular;12;may;725
51;housemaid;married;primary;no;30;yes;no;cellular;14;jul;333
37;self-employed;married;tertiary;no;137;no;no;cellular;13;aug;244
42;admin.;single;secondary;no;-247;yes;yes;telephone;21;oct;519
26;admin.;single;secondary;no;321;yes;no;cellular;22;jul;242
23;services;single;secondary;no;250;yes;no;cellular;18;may;222
50;management;married;tertiary;no;-470;yes;no;cellular;19;nov;130
37;blue-collar;married;secondary;no;140;yes;yes;cellular;7;may;490
35;management;married;tertiary;no;2793;no;no;cellular;20;nov;258
37;management;married;tertiary;no;410;no;no;cellular;29;jan;337
79;retired;divorced;unknown;no;2628;no;no;telephone;8;jul;220
39;technician;married;secondary;no;116;no;no;cellular;24;aug;79
47;services;married;secondary;no;0;yes;no;telephone;9;jul;250
44;blue-collar;married;secondary;no;878;yes;no;cellular;2;jun;130
36;management;single;tertiary;no;2944;no;no;cellular;18;aug;882
33;blue-collar;single;secondary;no;3975;yes;yes;cellular;17;apr;515
42;services;married;secondary;no;96;yes;no;cellular;5;may;238
35;technician;single;tertiary;no;2288;no;no;telephone;28;may;32
31;blue-collar;married;secondary;no;472;yes;no;unknown;13;may;907
58;services;married;primary;no;65;no;no;unknown;27;jun;162
46;management;married;tertiary;no;0;no;no;unknown;7;may;70
41;admin.;single;secondary;no;400;yes;no;unknown;4;jun;99
58;technician;married;secondary;no;7495;yes;no;unknown;13;may;325
33;blue-collar;married;secondary;no;137;no;yes;cellular;18;jul;305
31;unemployed;married;secondary;no;24;yes;no;cellular;19;nov;631
55;technician;divorced;secondary;no;3450;no;no;cellular;10;feb;169
38;technician;single;secondary;no;311;yes;no;cellular;28;may;61
55;housemaid;married;secondary;no;139;no;no;cellular;22;aug;256
47;management;single;tertiary;no;0;no;no;unknown;11;jun;58
51;housemaid;married;primary;no;492;yes;no;unknown;20;may;142
46;management;single;tertiary;no;334;yes;no;telephone;4;may;36
61;management;married;tertiary;no;997;no;no;cellular;10;mar;106
47;management;single;tertiary;no;440;no;no;cellular;21;aug;71
34;technician;married;secondary;no;47;no;no;cellular;25;aug;132
34;blue-collar;married;secondary;no;1298;yes;no;unknown;20;may;120
41;management;divorced;tertiary;no;3355;no;no;cellular;14;oct;181
36;blue-collar;divorced;secondary;no;-11;no;no;unknown;5;jun;152
26;blue-collar;single;secondary;no;396;yes;no;unknown;28;may;302
35;management;married;tertiary;no;8;no;no;cellular;23;apr;93
36;blue-collar;married;secondary;no;1409;no;no;unknown;17;jun;235
26;management;single;tertiary;no;170;no;no;cellular;15;jun;129
58;management;married;primary;no;2769;yes;no;cellular;11;jul;94
50;blue-collar;married;secondary;no;2320;yes;no;cellular;7;apr;310
61;retired;married;secondary;no;76;yes;no;cellular;15;jul;195
28;technician;single;secondary;no;2034;yes;no;unknown;21;may;196
49;blue-collar;single;primary;no;3018;yes;no;unknown;15;may;93
74;retired;married;secondary;no;921;no;no;telephone;17;apr;394
53;blue-collar;married;secondary;no;483;yes;no;cellular;3;feb;288
46;self-employed;married;secondary;no;390;yes;no;cellular;31;jul;208
47;management;married;tertiary;no;0;no;no;cellular;27;oct;508
42;blue-collar;single;primary;no;92;no;no;cellular;30;jul;86
56;services;married;secondary;no;22196;yes;no;cellular;21;nov;189
42;technician;married;secondary;no;2;no;no;unknown;29;may;249
49;housemaid;married;primary;no;249;yes;no;cellular;21;nov;450
43;unemployed;single;unknown;no;3274;yes;no;cellular;22;may;680
39;services;married;secondary;no;5731;yes;no;unknown;20;may;175
66;retired;married;primary;no;206;no;no;cellular;9;feb;479
30;technician;single;tertiary;no;2325;no;no;cellular;5;apr;270
38;management;single;tertiary;no;0;no;no;cellular;24;jul;164
31;blue-collar;married;secondary;no;1664;yes;no;cellular;20;apr;158
32;technician;married;secondary;no;3333;no;no;cellular;8;aug;50
48;technician;married;secondary;no;7020;no;no;cellular;6;aug;80
34;admin.;married;tertiary;no;37;no;no;cellular;6;feb;45
28;student;single;secondary;no;28;no;no;cellular;29;jan;220
40;admin.;single;secondary;no;1670;yes;no;unknown;18;jun;161
36;entrepreneur;married;secondary;no;134;no;no;unknown;20;may;98
52;retired;married;secondary;no;603;no;yes;unknown;9;jun;79
46;admin.;married;primary;no;276;yes;yes;unknown;6;may;157
25;technician;single;secondary;no;2157;yes;no;cellular;21;jul;339
52;blue-collar;married;secondary;no;161;yes;no;unknown;13;may;274
40;blue-collar;married;primary;no;3658;yes;no;unknown;14;may;977
26;management;divorced;tertiary;yes;-402;no;yes;unknown;12;may;127
26;blue-collar;single;primary;no;3342;yes;no;unknown;4;jun;329
35;self-employed;single;secondary;no;1732;no;no;telephone;21;nov;1441
40;admin.;single;secondary;no;263;yes;no;unknown;6;may;231
31;management;married;tertiary;no;623;yes;no;cellular;13;may;96
32;admin.;married;secondary;no;3540;yes;no;cellular;18;may;213
33;admin.;married;secondary;no;95;yes;no;cellular;30;apr;335
53;services;divorced;secondary;no;765;yes;no;cellular;14;may;959
46;technician;divorced;secondary;no;-824;yes;no;cellular;7;aug;429
28;management;single;tertiary;no;5549;no;no;cellular;28;jul;383
31;blue-collar;married;secondary;no;191;yes;no;unknown;2;jun;40
44;blue-collar;married;primary;no;420;yes;no;unknown;7;may;110
35;admin.;married;secondary;no;0;no;no;unknown;7;may;326
50;technician;divorced;unknown;no;2706;yes;no;unknown;28;may;179
32;technician;married;secondary;yes;4;yes;yes;cellular;25;aug;132
51;admin.;married;secondary;no;423;yes;yes;cellular;16;oct;95
51;management;married;tertiary;no;-892;yes;yes;cellular;14;aug;248
31;blue-collar;married;unknown;no;-120;yes;no;cellular;3;feb;100
41;admin.;divorced;secondary;no;-365;yes;no;unknown;28;may;226
57;technician;married;tertiary;no;27069;no;yes;unknown;20;jun;174
34;management;single;tertiary;no;8038;yes;no;cellular;20;apr;29
47;technician;married;secondary;no;-938;yes;no;unknown;28;may;176
47;admin.;divorced;secondary;no;1139;yes;no;cellular;11;jul;106
36;self-employed;married;secondary;no;189;yes;no;cellular;19;nov;136
29;housemaid;single;tertiary;no;19;no;no;cellular;5;feb;110
39;technician;married;secondary;no;3663;no;no;cellular;11;aug;230
53;blue-collar;single;unknown;no;0;no;no;unknown;12;may;140
47;blue-collar;married;secondary;yes;-614;yes;no;unknown;26;may;118
51;technician;divorced;secondary;no;2323;yes;yes;cellular;18;aug;151
48;blue-collar;married;secondary;no;425;yes;no;telephone;9;jul;693
32;technician;married;secondary;no;5122;no;no;cellular;13;aug;31
36;management;divorced;tertiary;no;608;no;no;cellular;26;aug;125
50;unknown;married;primary;no;341;yes;yes;cellular;20;apr;670
39;admin.;married;secondary;no;607;yes;no;cellular;12;may;454
31;blue-collar;married;secondary;no;1495;yes;yes;unknown;23;may;159
49;admin.;married;secondary;no;381;no;no;cellular;5;aug;504
33;unemployed;divorced;secondary;no;385;no;no;telephone;27;aug;29
26;management;single;tertiary;no;1274;yes;no;cellular;1;jun;190
27;blue-collar;married;secondary;no;362;yes;no;unknown;14;may;332
51;blue-collar;married;primary;no;377;yes;no;telephone;3;feb;143
26;admin.;single;secondary;no;802;no;no;cellular;30;jan;77
45;admin.;married;secondary;no;194;no;no;cellular;31;jul;517
54;technician;married;secondary;no;-315;no;yes;cellular;10;jul;2029
49;technician;married;tertiary;no;1843;yes;no;cellular;25;may;269
47;technician;married;secondary;no;-9;no;no;cellular;14;aug;457
42;housemaid;married;primary;no;83;no;yes;cellular;7;aug;184
50;entrepreneur;married;tertiary;no;433;yes;no;cellular;18;may;47
37;admin.;married;secondary;no;-107;yes;no;unknown;28;may;158
54;blue-collar;married;primary;no;4503;no;no;telephone;21;nov;168
40;services;married;secondary;no;51;yes;no;cellular;11;may;50
50;services;married;secondary;no;961;no;yes;cellular;14;aug;757
57;retired;married;secondary;no;49;yes;yes;cellular;25;aug;93
33;technician;married;secondary;no;3470;no;no;cellular;11;aug;285
49;technician;married;secondary;no;-147;yes;no;cellular;20;apr;390
35;services;married;secondary;no;0;yes;no;cellular;18;may;146
28;blue-collar;single;secondary;no;0;yes;no;unknown;28;may;386
58;management;married;tertiary;no;172;no;no;cellular;19;aug;145
31;admin.;single;secondary;no;-407;no;yes;cellular;7;jul;230
36;management;divorced;tertiary;no;649;no;no;cellular;16;jul;237
49;blue-collar;single;primary;no;1040;no;no;cellular;8;jul;474
30;unemployed;married;secondary;no;142;yes;no;unknown;20;may;350
29;services;single;secondary;no;209;yes;no;cellular;28;jul;487
50;management;married;unknown;no;3304;no;no;unknown;5;jun;1009
26;student;single;tertiary;no;294;no;no;cellular;5;mar;87
27;housemaid;married;secondary;no;4848;yes;yes;telephone;23;jul;82
32;blue-collar;single;secondary;no;1670;yes;no;cellular;18;may;183
62;unknown;married;secondary;no;367;no;no;telephone;2;mar;139
34;blue-collar;single;secondary;no;13683;yes;no;unknown;3;jun;115
25;admin.;single;tertiary;no;1420;no;no;cellular;8;apr;124
34;management;single;tertiary;no;340;yes;no;unknown;3;jun;633
44;technician;single;secondary;no;1679;no;no;telephone;20;oct;718
38;management;married;tertiary;no;1198;yes;no;cellular;2;feb;63
57;admin.;married;secondary;no;169;no;no;cellular;14;aug;180
36;self-employed;married;tertiary;no;506;no;no;cellular;25;aug;47
41;entrepreneur;married;secondary;no;1249;yes;no;cellular;9;jul;391
36;management;single;tertiary;no;678;no;yes;unknown;4;jul;85
27;management;single;tertiary;no;212;yes;no;cellular;15;may;373
37;technician;divorced;secondary;no;23;no;no;cellular;20;aug;289
47;management;single;tertiary;no;4402;no;no;telephone;10;dec;805
31;services;divorced;primary;no;459;yes;no;cellular;7;may;623
39;self-employed;married;secondary;no;4722;yes;no;unknown;17;jun;483
35;admin.;divorced;tertiary;no;1555;yes;no;unknown;9;may;26
40;blue-collar;married;secondary;no;61;yes;no;unknown;7;may;112
38;management;single;tertiary;no;0;yes;no;cellular;17;nov;213
31;technician;married;secondary;no;3706;yes;no;cellular;20;nov;129
36;blue-collar;married;primary;no;1177;no;no;cellular;15;apr;330
53;management;married;primary;no;2096;no;no;unknown;9;jun;104
59;blue-collar;married;primary;no;748;no;no;unknown;29;may;184
29;management;single;tertiary;no;3357;no;no;cellular;21;jul;120
30;admin.;single;secondary;no;3809;yes;no;unknown;3;jun;159
52;admin.;married;secondary;no;395;yes;no;unknown;15;may;391
55;blue-collar;married;secondary;no;1011;yes;no;cellular;12;aug;112
56;blue-collar;married;primary;no;420;yes;no;unknown;9;may;76
32;admin.;married;secondary;no;76;yes;no;unknown;21;may;189
24;blue-collar;married;secondary;no;0;no;no;unknown;28;may;94
51;blue-collar;married;primary;no;844;yes;no;unknown;29;may;184
36;management;married;tertiary;no;1318;yes;no;cellular;7;aug;100
36;technician;married;tertiary;no;167;yes;no;cellular;28;jan;57
42;management;married;tertiary;no;2187;yes;no;cellular;17;nov;525
49;admin.;married;secondary;no;14440;yes;no;cellular;21;nov;60
48;management;married;secondary;no;2294;yes;no;unknown;26;may;251
36;management;married;secondary;no;80;yes;no;unknown;30;may;251
48;management;married;primary;no;2537;no;no;cellular;26;aug;219
30;technician;married;tertiary;no;569;no;no;cellular;27;aug;976
27;management;single;tertiary;yes;0;no;yes;cellular;8;jul;46
38;entrepreneur;married;tertiary;no;0;yes;no;cellular;18;nov;185
36;technician;single;secondary;yes;12;no;no;cellular;12;aug;587
45;technician;married;secondary;no;49;no;no;cellular;29;jul;65
